sentence_id,sqs,per:title,per:founded_org,per:place_of_birth,per:children,per:cause_of_death,per:top_member_employee_of_org,per:employee_or_member_of,per:spouse,org:alternate_names,per:age,org:subsidiaries,per:place_of_death,per:schools_attended,org:place_of_headquarters,per:charges,per:places_of_residence,none,term1,b1,e1,term2,b2,e2,sentence
UAD-U-0158,0.6452994126,0.8082045694,0,0,0,0,0.1917954306,0.2656117362,0,0,0,0,0,0,0,0,0,0,Sam Houston Jones,16,19,Governor,15,16,"Clemons ' successor was Robert Gambrell `` Bob '' Jones , the son of former Governor Sam Houston Jones ."
UAD-U-0159,0.8837235248,0,0,0.0372118647,0,0,0.0839476,0.0839476,0,0,0,0,0,0.9627881353,0.0372118647,0,0,0,Clifford S. Asness,0,3,University of Chicago,12,15,"Clifford S. Asness , who has a Ph.D. in finance from the University of Chicago , is the founder of AQR Capital Management , a quantitative hedge fund that , according to investors , has had a 13 percent loss so far this month ."
UAD-U-0160,0.8033790833,0,0,0.0399960335,0,0,0.172004902,0.9600039665,0,0,0,0,0,0.067399974,0,0,0,0,Clinton Rossiter,0,2,Cornell University,16,18,Clinton Rossiter ( 1917 – 1970 ) was a historian and political scientist who taught at Cornell University from 1946 until his suicide in 1970 .
UAD-U-0161,0.8761157506,0,0,0,0,0,0,0.061450391,0,0,0,0,0,0,0,0.938549609,0,0,Wesley Snipes,14,16,tax evasion,9,11,"Closing arguments will begin today in Ocala in the tax evasion trial of actor Wesley Snipes , a day after defense attorneys rested their case without calling a single witness ."
UAD-U-0162,0.396781878,0.6117467585,0,0,0,0,0.2190572756,0.2190572756,0,0,0,0.0437550976,0,0,0,0,0,0.1254408683,Muhtar Kent,4,6,CEO,3,4,"Coca-Cola President and CEO Muhtar Kent met this week in Boca Raton , Fla. , with the bottlers , the company said Friday ."
UAD-U-0163,0.8933145041,0,0,0,0,0,0,0.0521530973,0,4.70612532768181E-07,0,0,0,0.9478464321,0,0,0,0,Rob Baarts,1,3,University of Portland,15,18,"College Rob Baarts grew up in Surrey , British Columbia and attended college at the University of Portland ."
UAD-U-0164,0.7406017795,0.01911484,0,0.01911484,0,0.01911484,0.1371422466,0.9231826752,0,0,0.01911484,0,0,0.1410901624,0.01911484,0,0,0,James Van Allen,2,5,University of Iowa,7,10,"Conceived by James Van Allen of the University of Iowa and built by the Jet Propulsion Laboratory in La Canada Flintridge , Calif. , Explorer 1 carried with it instruments to detect radiation in near space and to send data back to Earth ."
UAD-U-0165,0.3910434563,0,0,0,0.147986437,0,0,0,0.6187472907,0,0,0,0,0,0,0,0.0736804583,0.159585814,Barbara Bush,37,39,George,30,31,"Couric has interviewed many international political figures and celebrities during her career , including Presidents Gerald R. Ford , Jimmy Carter , George H. W. Bush , Bill Clinton and George W. Bush , and First Lady Barbara Bush ."
UAD-U-0166,0.749952031,0,0,0,0,0.8709880584,0,0,0,0,0,0,0.0706439921,0,0,0,0,0.0583679496,Tupac Shakur,16,18,murder,12,13,Criminal Allegations Many people believe that Death Row was responsible for the murder of acclaimed rapper Tupac Shakur because he was leaving the label to form his own label Makaveli Records .
UAD-U-0168,0.7912687206,0,0,0,0,0,0,0,0,0.8913086879,0,0,0,0,0,0,0,0.1086913121,General Motors,7,9,GM,28,29,"Critics of a tentative labor contract between General Motors and the United Auto Workers are stepping up a long-shot bid to derail the agreement , even as some GM workers voted to ratify the deal ."
UAD-U-0169,0.48529207,0.6005702784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3994297216,Susanne Ault,1,3,Critic,0,1,"Critic Susanne Ault of Billboard wrote , `` The music straddles indie and pop sensibilities without ever stepping one foot clearly onto one side or the other ."
UAD-U-0171,0.6099718147,0.2295072053,0,0,0,0,0,0,0,0.7897973995,0,0,0,0,0,0,0,0.05903916,James Bond,13,15,7,7,8,"Daniel Craig has his second outing as 007 in Sony 's still- untitled James Bond adventure , with Judi Dench returning as spymaster M and Jeffrey Wright reprising his role as CIA colleague Felix Leiter ."
UAD-U-0172,0.9007479186,0,0,0,0,0,0,0.0485963879,0,0,0,0,0,0,0,0,0,0.9514036121,Jimmy,12,13,Mary,3,4,Darkseid later gives Mary her powers back and orders her to capture Jimmy Olsen .
UAD-U-0173,0.3837444909,0.5836658945,0,0,0,0,0,0,0,0.1989456506,0,0,0,0,0,0,0,0.2173884549,Darren Cahill,0,2,coach,7,8,"Darren Cahill , Andre Agassi 's longtime coach who is in Melbourne to do television commentary , said there were three big differences in the Roddick of last year and this year ."
UAD-U-0174,0.829964363,0.0866948623,0,0,0,0,0,0,0,0.9133051377,0,0,0,0,0,0,0,0,Dave Cunt,0,2,Dave Hunt,4,6,"Dave Cunt ( aka Dave Hunt ) is also a member of Anaal Nathrakh and Migg ( aka Mick Kenney ) is in several other bands , including Anaal Nathrakh , Exploder and Frost ."
UAD-U-0176,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,David Reivers,0,2,Corbin Bleu,19,21,"David Reivers ( born November 21 , 1958 ) is an American actor and the father of fellow actor Corbin Bleu ."
UAD-U-0177,0.4072379303,0.0045305631,0.0621124441,0,0,0,0.0045305631,0.0045305631,0,0.4135675292,0.0045305631,0.0045305631,0,0.0045305631,0.0045305631,0,0,0.5288505898,Jimmy,13,14,Steve,2,3,Davis met Steve in 1995 after a successful time at Siggraph with his Jimmy Neutron character .
UAD-U-0178,0.6729245097,0,0,0,0,0.8239946361,0,0,0,0,0,0,0.0655339278,0,0,0,0,0.1104714361,Death Binger,0,2,Colon cancer,4,6,Death Binger died of Colon cancer on 8 November 2004 .
UAD-U-0179,0.7804855168,0,0,0,0,0.8849691008,0,0,0,0,0,0,0.1150308992,0,0,0,0,0,Charles,14,15,heart attack,20,22,"DENVER 2007-03-21 16 : 13 : 47 UTC Actor Woody Harrelson 's father , Charles Harrelson , died of a heart attack in the the Colorado federal prison where he was serving two life sentences for the murder of a federal judge , officials said Wednesday ."
UAD-U-0181,0.5883912917,0.7677284258,0,0,0,0,0.1043517206,0.1043517206,0,0.1279198536,0,0,0,0,0,0,0,0,Hubert Humphrey,42,44,Vice President,40,42,"Description Minneapolis-Saint Paul International Airport has two terminals , both of which are named for famous Minnesotans : the Lindbergh Terminal ( named after the aviator Charles Lindbergh ) and the much smaller Humphrey Terminal ( named for former US Vice President Hubert Humphrey ) ."
UAD-U-0182,0.7617405148,0.0605515234,0,0,0,0,0,0,0,0.8780150547,0,0,0,0,0,0,0,0.0614334219,Deserts Chang,0,2,Chang Xuan,31,33,"Deserts Chang ( traditional Chinese : 張懸 ; simplified Chinese : 张悬 ; pinyin : Zhāng Xuán ; born May 30 , 1981 ) , also known as Zhang Xuan or Chang Xuan , is a Taiwanese singer-songwriter ."
UAD-U-0183,0.2923357132,0.0500184797,0,0,0,0,0.0497473036,0.1145378524,0,0,0,0.0465291712,0,0,0,0.4799699482,0,0.3089445485,Ieng Sary,4,6,genocide,15,16,"Detained Khmer Rouge leader Ieng Sary , one of five top cadres facing Cambodia 's genocide tribunal , returned to custody after being hospitalised for about a week , a court official said Sunday ."
UAD-U-0185,0.5930690952,0,0,0,0,0.7161797334,0,0,0,4.07833210193059E-06,0,4.07833210193059E-06,0.5052635226,0,0,0,0,0,Henri Paul,20,22,car crash,6,8,Diana was killed in a Paris car crash in August 1997 along with her boyfriend Dodi Fayed and his chauffeur Henri Paul .
UAD-U-0186,0.7303162655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8526034947,0,0.1473965053,Andrei Lugovoi,18,20,killing,28,29,"Diplomats were expelled on both sides last year after Moscow refused to hand over former secret service bodyguard Andrei Lugovoi , the man wanted in Britain for allegedly killing Litvinenko ."
UAD-U-0188,0.5832965324,0.736375134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263624866,Sandie Shaw,23,25,singer,22,23,Disambiguation : you may also be looking for Sawney or Sandy Sandie is the first album or L.P. by 1960s British girl singer Sandie Shaw .
UAD-U-0189,0.7386850687,0,0,0,0,0.8582757655,0,0,0,0,0,0,0.1417242345,0,0,0,0,0,Dr Haller,0,2,pneumonia,4,5,"Dr Haller died of pneumonia in 1864 , leaving the work incomplete ."
UAD-U-0190,0.627430305,0.077186506,0,0.0048072635,0.0048072635,0,0.0435347978,0.0483420613,0,0.0729271801,0,0.0048072635,0,0.0048072635,0,0.0048072635,0,0.8015442526,Senior,22,23,PA,21,22,"DSP experience applied in the wireless domain , specifically with CDMA ( IS-95 and CDMA2000 ) Contact your local Media , PA Senior Recruiter ; Kay M. Cole Ajilon Consulting Technical Recruiting Manager 800-888-8012 x239 Please refer to Job code 897 when responding to this ad ."
UAD-U-0191,0.2993090318,0.1657828794,0,0,0,0,0,0.0610048965,0,0.4811677869,0,0,0,0,0,0,0,0.2920444372,John Melendez,9,11,Stuttering John,8,10,"During a hallway fight between A.J. Benza and Stuttering John Melendez , Dell'Abate was accidentally punched in the face while trying to keep the two apart ."
UAD-U-0192,0.5072027467,0,0,0,0,0,0.0625831687,0.6766817078,0,0,0,0,0,0,0,0,0,0.3233182922,Brad Delson,25,27,UCLA,22,23,"During his career with Zomba , Blue taught `` Songwriting '' and `` Artist Development in the Music Business '' classes at UCLA and hired Brad Delson as his intern ."
UAD-U-0193,0.5747955439,0,0,0,0,0.6995639314,0.0025307547,0.0025307547,0,0.0025307547,0,0,0.4968297378,0,0,0,0,0,Nicole Murphy,20,22,car accident,25,27,"During his senior year , Davidson experienced much sorrow when his girlfriend and fellow student at the University of Alabama Nicole Murphy died in a car accident on November 12 , 2006 ."
UAD-U-0194,0.5056427402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6430832922,0,0.3569167078,O.J. Simpson,18,20,murder,20,21,"During this time , the station briefly attained an all-time ratings high by airing non-stop coverage of the O.J. Simpson murder trial ."
UAD-U-0195,0.5115127952,0.7142255444,0,0,0,0,0,0.0561831636,0,0.164750626,0,0,0,0,0,0,0,0.064840666,Doc Rivers,10,12,coach,9,10,"During timeouts , Allen was hovering and listening as coach Doc Rivers addressed the team ."
UAD-U-0196,0.9115418453,0,0,0,0,0,0.0644289746,0.0644289746,0,0.0596500475,0,0,0,0,0,1,0,0,Chung Mong-koo,4,6,embezzlement,17,18,"Earlier this year , Chung Mong-koo , the chairman of Hyundai Motor Co. , was convicted of embezzlement and breach of trust for raising a slush fund prosecutors said was used for bribery ."
UAD-U-0197,0.7555061717,0,0,0,0,0,0.0428283375,0.2181446494,0,0,0,0,0,0.9062926367,0,0,0,0,David Burrowes,2,4,University of Exeter,16,19,"Early life David Burrowes was born in Cockfosters and was educated at Highgate School and the University of Exeter , where he was the Vice Chairman of the Exeter University Conservative and Unionist Association , gaining an LLB in 1991 ."
UAD-U-0198,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Hans Hagen,6,8,Hans Oliva,12,14,"Early years Hagen 's parents are Hans Hagen ( also known as Hans Oliva ) , a scriptwriter , and Eva-Maria Hagen , an actress and singer ."
UAD-U-0199,0.6551429806,0,0,0,0,0,0.0486553338,0.0486553338,0,0,0,0,0,0.8359523859,0.0530980236,0,0,0.1109495905,Eduardo Maruri,0,2,Harvard,25,26,Eduardo Maruri earned a Bachelor of Business Administration ( BBA ) degree from Eastern Michigan University in 1986 and a Certificate in Communications degree from Harvard University in 1989 .
UAD-U-0201,0.8388494233,0.0538387485,0,0,0,0,0,0,0,0,0,0,0,0.0257368619,0,0,0,0.9204243896,Charlie,21,22,Chuck,24,25,"Eels have also contributed songs to Scrubs , Holes , The O.C. , American Beauty , Road Trip , Ed , Charlie Bartlett , Chuck , Hot Fuzz , Hellboy II , and Henry Poole Is Here ."
UAD-U-0202,0.8777996603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9393784689,0,0.0606215311,Ehren Watada,0,2,missing,7,8,"Ehren Watada , who is charged with missing his unit 's deployment to Iraq in June 2006 , ended in a mistrial in February ."
UAD-U-0203,0.8552118208,0,0,0,0.9273016199,0,0,0,0,0,0,0,0,0,0,0,0,0.0726983801,Vernon Presley,18,20,Elvis,0,1,"Elvis Presley , who died at the estate on August 16 , 1977 , his parents Gladys and Vernon Presley , and his grandmother , are buried there in what is called the Meditation Gardens ."
UAD-U-0204,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Julia Domna,10,12,Caracalla,16,17,"Emperor Septimius Severus is portrayed , together with his wife Julia Domna and his two sons Caracalla and Geta , on a relief on the scena as the god Jupiter seated on his throne ."
UAD-U-0205,0.7516369767,0,0,0,0,0,0,0,0.8670952595,0,0,0,0,0,0,0,0,0.1329047405,Ashley Cole,2,4,Cheryl Tweedy,11,13,"England footballer Ashley Cole met his future wife , pop singer Cheryl Tweedy , when both owned apartments at this development ."
UAD-U-0206,0.6560419164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8001410269,0,0.1998589731,Joey Barton,3,5,assault,29,30,England international midfielder Joey Barton could face criminal prosecution after it was reported on Saturday that Manchester City team-mate Ousmane Dabo asked police to press charges over an alleged assault .
UAD-U-0207,0.4413841699,0.6325744156,0,0,0,0,0.281502734,0.281502734,0,0,0,0,0,0,0,0.0583946852,0,0.0275281652,Eric E. Schmidt,0,3,chief executive,4,6,"Eric E. Schmidt , chief executive , said that Google was better positioned than other advertising companies to survive a recession ."
UAD-U-0208,0.988105249,0,0.0026320913,0,0.0048482454,0,0.0048482454,0.0048482454,0,0.0026320913,0,0.0074803368,0.0048482454,0.0048482454,0,0.9973679087,0.0026320913,0,Eric Jackson-Knight,0,2,arson,5,6,"Eric Jackson-Knight was convicted of arson and murder in the fire , but his conviction was later overturned after a judge ruled that prosecutors had withheld information that could have helped the defense ."
UAD-U-0211,0.6701786485,0,0,0,0,0,0,0,0,0,0.821545846,0.1268367492,0,0,0,0.0516174049,0,0,Estevam Hernandes Filho,0,3,53,4,5,"Estevam Hernandes Filho , 53 , and 48-year-old Sonia Haddad Moraes Hernandes also are charged in Brazil with stealing millions of dollars from parishioners ."
UAD-U-0212,0.4635333553,0,0,0,0,0,0,0,0.4965064606,0,0,0,0,0,0,0,0,0.5034935394,Jada Pinkett Smith,12,15,Will,9,10,"ET , Sun. , March. 16 , 2008 Are Will Smith , Jada Pinkett Smith and Kimora Lee Simmons the new celebrity faces of Scientology ?"
UAD-U-0213,0.4084318812,0.1396984541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587674829,0,0.3283609605,Bernard Madoff,33,35,fraud,26,27,"Europe 's biggest bank , HSBC , joined a list of top names in world finance admitting huge potential losses on Monday in a suspected pyramid fraud scam run by ex-Wall Street heavyweight Bernard Madoff ."
UAD-U-0214,0.4455207716,0,0.3609851818,0,0,0,0,0,0,0,0,0,0,0,0,0.0452867363,0,0.5937280819,Charles Ponzi,8,10,Ponzi scheme,3,5,Even the term Ponzi scheme seems inadequate because Charles Ponzi himself never concocted a fraud of such magnitude .
UAD-U-0215,0.4693852706,0,0,0,0.4472431454,0,0,0,0,0,0,0,0,0,0,0,0,0.5527568546,Queen Elizabeth II,5,8,Charles,14,15,"Fayed 's attorneys asked that Queen Elizabeth II , Prince Philip , and Prince Charles testify at the inquest ."
UAD-U-0216,0.4577134568,0,0,0,0,0,0.1060317554,0.1060317554,0,0,0,0,0,0,0,0.6546569229,0,0.2752679382,Brent Wilkes,3,5,bribing,14,15,"Federal prosecutors accuse Brent Wilkes , the chief of firm ADCS Inc. , of bribing former representative Randall `` Duke '' Cunningham in exchange for the California politician 's help in winning lucrative government defense contracts ."
UAD-U-0217,0.2878828197,0,0,0,0,0,0.1402598516,0.2199534815,0,0.1337288506,0,0.0538383609,0,0,0.5866317169,0,0,0.1461074418,Leonard N. Stern,9,12,New York University,16,19,"Filmography Personal life Ansari graduated in 2004 from the Leonard N. Stern School of Business at New York University , where he majored in Marketing ."
UAD-U-0218,0.2957308686,0.3484137715,0,0,0,0,0,0.0587611704,0,0.1489901946,0,0,0,0,0,0,0,0.4438348635,Rogerio Ceni,19,21,captain,26,27,"Five minutes later , midfielder Diego Souza raced up the left side and sent a testing shot on goalkeeper Rogerio Ceni , but the Sao Paulo captain made the save ."
UAD-U-0219,0.9076123791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9548908199,0,0.0451091801,Rodney McGill,3,5,mortgage fraud,12,14,Florida : Pastor Rodney McGill sentenced to 20 years in prison for mortgage fraud .
UAD-U-0222,0.7684608581,0,0,0,0,0,0,0,0,0,0.8776889767,0,0,0,0,0,0,0.1223110233,Hidetoshi Kamezaki,5,7,64,8,9,"Former Mitsubishi Corp. vice president Hidetoshi Kamezaki , 64 , and former MOL Ferry Co. president Seiji Nakamura , 64 , join the central bank for five-year terms as it faces the tricky task of judging when to raise interest rates again in the face of still- subdued inflation ."
UAD-U-0223,0.4466743824,0.0364252566,0,0.0364252566,0.0364252566,0,0.1010066587,0.3066309545,0.0364252566,0.0364252566,0.0364252566,0.0502228514,0.0751671629,0,0,0,0,0.6431461941,Fat Joe,15,17,Terror Squad,1,3,"Former Terror Squad member Triple Seis also went on record when asked who had written Fat Joe 's lyrics , stating that he and Pun were Joe 's ghostwriters , and asserts that Joe continues to hire ghostwriters ."
UAD-U-0224,0.6635026919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8053637936,0,0.1946362064,Giovanni Consorte,3,5,embezzling,10,11,"Former Unipol chairman Giovanni Consorte , who was accused of embezzling 50 million euros ( 67 million dollars ) , resigned at the end of 2005 along with the company 's chief executive ."
UAD-U-0225,0.7535730783,0.8700985678,0.0120502235,0,0,0,0,0.1178512087,0,0,0,0,0,0,0,0,0,0,Gordon Freeman,11,13,research scientist,9,11,"For the uninitiated , the award-winning series pits crowbar-wielding research scientist Gordon Freeman against a race of beings from another dimension that has enslaved humanity ."
UAD-U-0227,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Franz Reuther,0,2,Frank Farian,13,15,"Franz Reuther ( born July 18 , 1941 ) , better known as Frank Farian , is a German music producer and singer-songwriter ."
UAD-U-0228,0.8664303431,0.9336397399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663602601,0,0,Luc Chatel,3,5,spokesman,2,3,French government spokesman Luc Chatel says the current crisis shows the financial system is `` running out of steam. '' He says President Nicolas Sarkozy is seeking a summit with other European members of the G8 on the topic .
UAD-U-0230,0.437064713,0,0,0,0,0,0,0,0,0.3108158331,0,0.0776722419,0,0,0,0,0,0.6115119249,Buddhism,14,15,Buddhist,25,26,"Furthermore , Kitagawa argues that de Silva could have entertained the possibility that Theravada Buddhism might look for Ultimate Reality more readily in the Mahayana Buddhist tradition , rather than turning towards Christianity ."
UAD-U-0231,0.7500150449,0.8671246085,0,0,0,0,0,0.1328753915,0,0,0,0,0,0,0,0,0,0,Gail Kim,0,2,actress,23,24,"Gail Kim ( born February 20 , 1976 ) is a Canadian professional wrestler of Korean descent , valet , model , and actress ."
UAD-U-0232,0.5307227464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3219716105,0,0.6780283895,Paul Castellano,38,40,murder,28,29,"Gambino was now one of the most powerful mobsters in the business , with a crew making profit of extortion , illegal gambling , hijacking , bootlegging and murder , Gambino could make his cousin and brother-in-law , Paul Castellano , his caporegime ."
UAD-U-0233,0.8873352353,0,0,0,0.0001765225,0,0,0,0,0,0.9453982041,0,0,0,0,0.0001765225,0,0.0544252735,Ann Murphy,14,16,40,12,13,"Gault was arrested with two women who lived in the house , 40 -year-old Ann Murphy and Cray , 26 ."
UAD-U-0234,0.7648042892,0,0,0,0.8757201098,0,0,0,0,0,0,0,0,0,0,0,0,0.1242798902,Yasuhei Fujioka,7,9,Shuhei Fujioka,1,3,"General Shuhei Fujioka is the son of Yasuhei Fujioka , the first `` master sculptor '' that brought life to Precious Moments as porcelain figurines ."
UAD-U-0235,0.4662940446,0,0,0,0.1295580385,0,0,0,0.2031586207,0,0,0,0,0,0,0,0,0.6672833409,Barbara Bush,9,11,George,0,1,George and I talked to both president Bush and Barbara Bush last night while they were in the hospital .
UAD-U-0236,0.758247893,0,0,0,0,0,0.1173494274,0.9220104036,0,0,0,0,0,0.1353895662,0,0,0,0.0182219054,George Jarvis Brush,0,3,Yale University,20,22,George Jarvis Brush ( 1831-1912 ) was an American mineralogist and academic administrator who spent most of his career at Yale University in the Sheffield Scientific School .
UAD-U-0237,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Gerald Green,0,2,75,3,4,"Gerald Green , 75 , and his wife Patricia , 52 , were arrested after a criminal complaint was filed in Los Angeles on December 7 ."
UAD-U-0238,0.7389447142,0.8655377061,0,0,0,0,0,0.0656233188,0,0,0,0,0,0,0,0,0,0.0688389752,Gilbert Price,0,2,actor,15,16,Gilbert Price ( 1942 - 1991 ) was an American singer ( baritone ) and actor .
UAD-U-0239,0.4839014705,0,0,0.0790963786,0,0,0,0.0846833816,0,0,0,0,0,0.744649078,0,0.0424897752,0.0781081866,0.1337647683,Seung-Hui Cho,6,8,Virginia Tech,3,5,Giovanni taught the Virginia Tech shooter Seung-Hui Cho in a poetry class .
UAD-U-0240,0.8147696584,0.1115024995,0,0,0,0,0,0,0,0.9242701476,0,0,0,0,0,0.0394493278,0,0,Vincent Margera,10,12,Don Vito,21,23,"GOLDEN , Colorado 2008-01-20 14 : 59 : 57 UTC Vincent Margera , known to MTV cable television viewers as `` Don Vito , `` was sentenced to two years of probation after pleading guilty to violating bond conditions for cocaine possession ."
UAD-U-0241,0.8067717405,0,0,0,0,0,0,0.0998508782,0,0,0,0,0,0.9001491218,0,0,0,0,Gove Saulsbury,0,2,University of Pennsylvania,11,14,Gove Saulsbury attended Delaware College in Newark and graduated from the University of Pennsylvania Medical School in 1842 .
UAD-U-0242,0.6457104158,0,0,0.2077048202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7922951798,Shaun Pollock,30,32,1,5,6,"Graeme Craig Smith ( born 1 February 1981 in Johannesburg ) is a South African cricketer , and the current captain of the South African cricket team , having succeeded Shaun Pollock after the 2003 Cricket World Cup ."
UAD-U-0244,0.7713761133,0,0,0.0423643384,0,0,0,0,0.893372417,0,0,0,0,0,0,0,0.0944108218,0.0642632446,Gregg Allman,0,2,Cher,13,14,"Gregg Allman and Dickey Betts both began solo careers , while Allman married Cher , separated quickly , reconciled , and eventually separated again , all in a storm of publicity ; drug abuse took its toll on the entire band ."
UAD-U-0246,0.6173142677,0,0,0,0,0,0,0,0.2319949783,0,0,0,0,0,0,0,0,0.7680050217,Bill Clinton,2,4,Hillary,12,13,Gupta hosted Bill Clinton at the dedication and groundbreaking of the two-story Hillary Rodham Clinton Mass Communication Center he is building on the campus of a women 's technical school in rural India .
UAD-U-0247,0.8426877417,0,0,0,0,0,0,0,0.9205194117,0,0,0,0,0,0,0,0,0.0794805883,Gwen Stefani,0,2,Gavin Rossdale,26,28,Gwen Stefani is featured on the cover of the new issue of the Canadian magazine Flare ... but it is to US Weekly that her hubby Gavin Rossdale confessed that the couple have a few names picked out for their second child from which to choose from .
UAD-U-0248,0.6371119157,0.8235783941,0.0023972726,0,0,0,0.1230819123,0.1230819123,0,0.1312733082,0,0.0023972726,0,0,0,0,0,0,Huub Stevens,7,9,coach,6,7,Hamburg 's winning streak under new coach Huub Stevens comes following a 12-match winless skid and has moved the club from last place to 10th .
UAD-U-0249,0.7200552253,0,0,0.0109946204,0,0,0,0,0,0,0,0,0,0,0,0.8487196971,0,0.1402856825,Hao Heping,0,2,bribery,28,29,"Hao Heping , former director of SFDA 's Department of Medical Devices and one of Zheng 's former secretaries , was sentenced to 15 years in prison for bribery in November last year ."
UAD-U-0250,0.3820594699,0.6017194557,0,0,0,0,0.1320938212,0.2224638394,0,0.1540648646,0,0,0,0,0,0,0,0.0217518403,al- Maliki,10,12,Prime Minister,7,9,"Haqi al-Hakim , an adviser to Iraqi Prime Minister Nouri al- Maliki , signed the agreement on behalf of the Iraqi government in a brief ceremony at his country 's embassy in the Jordanian capital ."
UAD-U-0251,0.4266982146,0,0,0.0512968958,0,0,0.0647833234,0.1320207112,0,0,0,0,0,0.6636719668,0,0,0.0726139325,0.0803964938,Harris Laning,0,2,Naval Academy,18,20,"Harris Laning , born October 18 , 1873 in Petersburg , Illinois , graduated from the United States Naval Academy on June 7 , 1895 ."
UAD-U-0252,0.5983486642,0,0,0.076272393,0,0,0,0,0,0,0.7762854019,0.0120502235,0,0,0,0,0,0.1353919817,Harvey J. Miller,0,3,43,4,5,"Harvey J. Miller , 43 , was steering the 1985 Chevrolet truck and Edwin H. Marzinske , 55 , was operating the pedals when they were pulled over Aug. 18 , according to a police report ."
UAD-U-0253,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Connolly,2,4,attorney,1,2,Hatfill attorney Tom Connolly said nothing in the documents show Hatfill had anything to do with the attacks .
UAD-U-0254,0.4027157246,0,0,0.0047391672,0.4820401082,0,0.0073120404,0.0073120404,0.4655409765,0.0073120404,0,0.0047391672,0.0047391672,0,0,0,0,0.049846042,Danny Moder,18,20,Hazel Patricia,0,2,"Hazel Patricia and Phinnaeus Walter Moder are Roberts ' first children with her husband of two years , Danny Moder ."
UAD-U-0255,0.6358985837,0,0,0.0395100084,0,0,0.1078247156,0.147334724,0.0516230537,0,0,0,0,0,0,0.0516230537,0,0.8010422223,Masao Takiyama,11,13,production designer,42,44,"Headquartered in Minato , Tokyo , Japan , and presided by Masao Takiyama , Animax 's shareholders and founders include Sony Pictures Entertainment , Sunrise , Toei Animation , TMS Entertainment , and NAS. Its founders also include noted anime producer and production designer Yoshirō Kataoka ."
UAD-U-0256,0.3435603816,0,0.0290536561,0,0,0.078681033,0.082792648,0.612516398,0,0,0,0.0368571364,0,0,0,0.0952305284,0,0.226342281,Ozzy Osbourne,16,18,Black Sabbath,9,11,He also briefly played with three-quarters of the original Black Sabbath line-up during closing segments of Ozzy Osbourne 's 1997 headlining concerts on the Ozzfest tour due to original Sabbath drummer Bill Ward having health issues .
UAD-U-0258,0.5677332256,0,0,0,0,0,0,0.0744274771,0,0,0,0.0491273308,0,0.2019375583,0,0,0,0.7489351109,Bob,16,17,Michigan,3,4,He also helped Michigan to a 28–6 win over Wisconsin with a bullet pass to end Bob Mann in the end zone .
UAD-U-0259,0.6918949081,0,0,0,0,0,0.0607839585,0.1687460481,0,0,0,0,0,0,0,0,0.0592731479,0.8312539519,Bob,15,16,Michigan,11,12,He also provided color commentary on WPAG radio 's broadcasts of Michigan football games with Bob Ufer .
UAD-U-0260,0.472325466,0,0,0,0,0,0,0,0.5658607218,0,0,0,0,0,0,0,0,0.4341392782,Mary Todd Lincoln,24,27,Abraham Lincoln,21,23,"He died on the battlefield the following day , with his last word being `` Victory. '' Following his death , Abraham Lincoln and Mary Todd Lincoln went into mourning at the White House , and allowed Emilie Todd Helm safe passage to the White House in December 1863 ."
UAD-U-0261,0.3235369688,0,0,0,0,0.4876075403,0,0,0,0,0,0,0.2340272495,0,0,0,0,0.2783652103,William Goebel,16,18,assassination,12,13,He further alienated the Assembly by pardoning several individuals involved in the assassination of Democratic governor William Goebel and declaring martial law as a means of quelling the violence of the Black Patch War .
UAD-U-0262,0.2905633641,0,0,0,0,0,0.0024675866,0.4850536648,0,0.0024675866,0,0,0,0.2655714729,0,0,0.2582187029,0.0742871674,William Whiston,7,9,Cambridge,10,11,"He had studied under Roger Cotes and William Whiston at Cambridge but only came to know Newton at the Royal Society , where Jurin was Secretary towards the end of Newton 's Presidency ."
UAD-U-0263,0.643190231,0,0,0,0,0,0.0290536561,0.0624191647,0,0,0,0.1320876648,0,0,0,0,0,0.8054931705,Rick,21,22,Joe,9,10,"He has toured and performed with such greats as Joe Sample , Kathleen Battle , Miles Davis , David Sanborn , Rick Braun and George Benson ."
