,pattern,seed_relation,object,sent_id,b1,e1,b2,e2,sentence,ground_truth,term1,term2
1030,SF13_ENG_076,org:top_members_employees,Patrick Odier,CONTEXT_POS_1031,46,49,40,42,"`` I have a hard time imagining that we are living in a world where a government , which is supposed to set an example , can take for granted that stolen data will be the basis for action, '' Patrick Odier , chairman of the Swiss Bankers Association , said in a Jan. 29 interview at the World Economic Forum in Davos , Switzerland .",correct,Swiss Bankers Association,Patrick Odier
1031,SF13_ENG_076,org:top_members_employees,Pierre Mirabaud,CONTEXT_POS_1032,1,4,13,15,"The Swiss Bankers Association on Monday elected Patrick Odier as chairman to succeed Pierre Mirabaud , who had been the public face of the industry since 2003 .",correct,Swiss Bankers Association,Pierre Mirabaud
1032,SF13_ENG_076,org:top_members_employees,Urs P. Roth,CONTEXT_POS_1033,17,20,9,12,"`` Everybody has suffered to some extent, '' said Urs P. Roth , chief executive of the Swiss Bankers Association , gazing from his office above the Limmat River at the banking center .",correct,Swiss Bankers Association,Urs P. Roth
1033,SF13_ENG_076,org:top_members_employees,Urs Roth,CONTEXT_POS_1034,37,40,30,32,"`` The model would generate tax revenues while respecting the privacy of bank clients and it would represent an efficient alternative to a system of automatic information exchange, '' said Urs Roth , chief executive of the Swiss Bankers Association which has almost 360 members from the financial industry .",correct,Swiss Bankers Association,Urs Roth
1034,SF13_ENG_076,org:top_members_employees,Urs Roth,CONTEXT_POS_1035,7,10,0,2,"Urs Roth , chief executive of the Swiss Bankers Association , sought to assure wealthy clients that their privacy remains protected by Swiss law , provided they are not involved in fraud .",correct,Swiss Bankers Association,Urs Roth
1035,SF13_ENG_077,org:alternate_names,NEI,CONTEXT_POS_1036,32,35,37,38,Mr. Crane 's leadership roles in the nuclear industry include membership on the Executive Review Group for the Institute of Nuclear Power Operations ( INPO ) and the steering committee of the Nuclear Energy Institute 's ( NEI 's ) Nuclear Strategic Issues Advisory Committee .,correct,Nuclear Energy Institute,NEI
1036,SF13_ENG_077,org:city_of_headquarters,Washington,CONTEXT_POS_1037,23,26,31,32,"Of the 60 reactors under construction worldwide , Rosatom is building 15 -- 10 in Russia and 5 abroad -- according to the Nuclear Energy Institute , a trade group in Washington .",correct,Nuclear Energy Institute,Washington
1037,SF13_ENG_077,org:city_of_headquarters,Washington,CONTEXT_POS_1038,30,33,39,40,"Today , former bomb material from Russia accounts for 45 percent of the fuel in American nuclear reactors , while 5 percent comes from American bombs , according to the Nuclear Energy Institute , an industry trade association in Washington .",correct,Nuclear Energy Institute,Washington
1038,SF13_ENG_077,org:country_of_headquarters,U.S.,CONTEXT_POS_1039,18,21,23,24,"It did n't mention who was sponsoring his tour or that Moore works as a consultant to the Nuclear Energy Institute in the U.S. The day following the Toronto event , Moore promoted nuclear power at an event hosted by the Saskatoon Chamber of Commerce in the province of Saskatchewan .",correct,Nuclear Energy Institute,U.S.
1039,SF13_ENG_077,org:top_members_employees,Marvin Fertel,CONTEXT_POS_1040,30,33,24,26,"`` If you want to address climate change and produce electricity , nuclear has got to be a significant part of the equation, '' Marvin Fertel , president of the Nuclear Energy Institute , the industry trade group , said in an interview .",correct,Nuclear Energy Institute,Marvin Fertel
1040,SF13_ENG_077,org:top_members_employees,Marvin Fertel,CONTEXT_POS_1041,8,11,0,2,"Marvin Fertel , president and CEO of the Nuclear Energy Institute said drafting of the bill was a `` very collaborative , very open , very involved process . ''",correct,Nuclear Energy Institute,Marvin Fertel
1041,SF13_ENG_077,org:top_members_employees,Richard Myers,CONTEXT_POS_1042,28,31,18,20,"`` Clearly $4 gas challenges the economics of just about every other form of electricity generation, '' says Richard Myers , vice president for policy development at the Nuclear Energy Institute , an industry group .",correct,Nuclear Energy Institute,Richard Myers
1042,SF13_ENG_078,org:city_of_headquarters,Ann Arbor,CONTEXT_POS_1043,27,31,32,34,"`` Americans have a right to know the truth -- Islam is a religion of intolerance and violence, '' said Richard Thompson , legal director of the Thomas More Law Center in Ann Arbor .",correct,Thomas More Law Center,Ann Arbor
1043,SF13_ENG_078,org:city_of_headquarters,Ann Arbor,CONTEXT_POS_1044,9,13,22,24,"Edward L. White III , trial counsel with the Thomas More Law Center , a prominent public interest law firm based in Ann Arbor , Mich. , is assisting PFOX and the pro-family groups in their lawsuit against the school board .",correct,Thomas More Law Center,Ann Arbor
1044,SF13_ENG_078,org:political_religious_affiliation,Christian,CONTEXT_POS_1045,16,20,23,24,"It has responded to private litigation filed in a Federal District Court in Michigan by the Thomas More Law Center , a conservative Christian nonprofit law firm , and four individuals .",correct,Thomas More Law Center,Christian
1045,SF13_ENG_078,org:top_members_employees,Richard Thompson,CONTEXT_POS_1046,31,35,22,24,"That Lt. Col. [ Jeffrey ] Chessani must now face a trial for their actions is both tragic and absurd, '' said Richard Thompson , president and chief counsel of the Thomas More Law Center .",correct,Thomas More Law Center,Richard Thompson
1046,SF13_ENG_078,org:top_members_employees,Richard Thompson,CONTEXT_POS_1047,39,43,33,35,"`` There are public schools throughout the country that - under the guise of diversity or multiculturalism - are allowing Islamic programs in schools that would not be allowed for Christians, '' said Richard Thompson , president of Michigan-based Thomas More Law Center .",correct,Thomas More Law Center,Richard Thompson
1047,SF13_ENG_079,org:alternate_names,SIWI,CONTEXT_POS_1048,29,33,34,35,"Colwell , 76 , received the award for her `` numerous seminal contributions towards solving the world 's water and water-related public health problems, '' the jury of the Stockholm International Water Institute ( SIWI ) said .",correct,Stockholm International Water Institute,SIWI
1048,SF13_ENG_079,org:top_members_employees,Anders Berntell,CONTEXT_POS_1049,23,27,17,19,"`` At the moment the water issue does n't get enough attention in the climate negotiations, '' Anders Berntell , head of the Stockholm International Water Institute , told The Associated Press .",correct,Stockholm International Water Institute,Anders Berntell
1049,SF13_ENG_079,org:top_members_employees,Anders Berntell,CONTEXT_POS_1050,24,28,18,20,"Water and its links to development , peace and conflict were key words in the annual sessions , Anders Berntell , executive director of Stockholm International Water Institute ( SIWI ) , said in his opening address .",correct,Stockholm International Water Institute,Anders Berntell
1050,SF13_ENG_079,org:top_members_employees,Anders Berntell,CONTEXT_POS_1051,36,40,30,32,"`` Bad water kills more people than HIV , malaria and wars together , affecting the lives of families and the economic development of many countries around the world, '' Anders Berntell , executive director of Stockholm International Water Institute , told the opening session .",correct,Stockholm International Water Institute,Anders Berntell
1051,SF13_ENG_079,org:top_members_employees,Anders Berntell,CONTEXT_POS_1052,6,10,0,2,"Anders Berntell , head of the Stockholm International Water Institute , says that , although `` water is absolutely crucial for all sectors in society, '' water issues have played too small a role in climate talks .",correct,Stockholm International Water Institute,Anders Berntell
1052,SF13_ENG_079,org:top_members_employees,Anders Bertil,CONTEXT_POS_1053,42,46,35,37,"STOCKHOLM , Sept. 1 ( Xinhua ) -- Water quality should be on the spotlight and the focal point for discussion during this year 's World Water Week from September 5th to 11th , said Anders Bertil , Executive Director of the Stockholm International Water Institute , SIWI .",correct,Stockholm International Water Institute,Anders Bertil
1053,SF13_ENG_080,org:alternate_names,IWMI,CONTEXT_POS_1054,50,54,55,56,"Against a backdrop of extreme weather wreaking havoc around the world , experts warn that increasingly erratic rainfall related to climate change will pose a major threat to food security and economic growth , especially in Africa and Asia , according to a new report released on Thursday by the International Water Management Institute ( IWMI ) at the ongoing World Water Week in Stockholm .",correct,International Water Management Institute,IWMI
1054,SF13_ENG_080,org:country_of_headquarters,Sri Lanka,CONTEXT_POS_1055,15,19,20,22,"The study , &quot;Biofuels : Implications for Agricultural Water Use,&quot ; by researchers from the International Water Management Institute in Sri Lanka , predicts China will face a land shortage while India is likely to bit hit by a severe water crisis .",correct,International Water Management Institute,Sri Lanka
1055,SF13_ENG_080,org:top_members_employees,Colin Chartres,CONTEXT_POS_1056,33,37,26,28,"`` If we do n't manage to do that there will be increases in malnutrition , increases in poverty , increases in social unrest, '' said Colin Chartres , director general of the International Water Management Institute .",correct,International Water Management Institute,Colin Chartres
1056,SF13_ENG_080,org:top_members_employees,David Molden,CONTEXT_POS_1057,26,30,17,19,"Water shortages and inefficient irrigation threaten the world 's ability to feed a growing population , said David Molden , deputy director-general for research at the International Water Management Institute .",correct,International Water Management Institute,David Molden
1057,SF13_ENG_081,org:alternate_names,Washington Opera,CONTEXT_POS_1058,12,15,8,10,And rechristening the company in 2004 from the Washington Opera to the Washington National Opera was more hopeful than effective .,correct,Washington National Opera,Washington Opera
1058,SF13_ENG_081,org:alternate_names,WNO,CONTEXT_POS_1059,9,12,51,52,"Having already appeared here in the fall in the Washington National Opera 's `` Barber of Seville '' and the National Symphony Orchestra 's `` Messiah, '' he is returning for two larger parts : the title role _ or one of them _ in `` Porgy and Bess '' at WNO , and , with the NSO , in John Adams ' Walt Whitman work , `` The Wound Dresser . ''",correct,Washington National Opera,WNO
1059,SF13_ENG_081,org:country_of_headquarters,United States,CONTEXT_POS_1060,9,12,19,21,"Alvaro said his father , who now directs the Washington National Opera and the Los Angeles Opera in the United States , will perform songs from Spanish zarzuela , Christmas songs and traditional Mexican folk tunes .",correct,Washington National Opera,United States
1060,SF13_ENG_081,org:top_members_employees,Kenneth Feinberg,CONTEXT_POS_1061,16,19,20,22,"`` He will be missed , but all good things must come to an end, '' Washington National Opera President Kenneth Feinberg said in announcing Domingo 's departure .",correct,Washington National Opera,Kenneth Feinberg
1061,SF13_ENG_081,org:top_members_employees,Kenneth R. Feinberg,CONTEXT_POS_1062,8,11,0,3,"Kenneth R. Feinberg , the chairman of the Washington National Opera , also deflected fault from Domingo .",correct,Washington National Opera,Kenneth R. Feinberg
1062,SF13_ENG_081,org:top_members_employees,Mark J. Weinstein,CONTEXT_POS_1063,31,34,23,26,"`` Lenny was a very important player in the music industry , especially for the orchestras , who trusted him completely, '' said Mark J. Weinstein , executive director of the Washington National Opera .",correct,Washington National Opera,Mark J. Weinstein
1063,SF13_ENG_081,org:top_members_employees,Pl cido Domingo,CONTEXT_POS_1064,6,9,10,13,"Have the general director of the Washington National Opera , Pl cido Domingo , sing .",correct,Washington National Opera,Pl cido Domingo
1064,SF13_ENG_081,org:website,http://www.dc-opera.org/,CONTEXT_POS_1065,0,3,4,5,Washington National Opera : http://www.dc-opera.org/,correct,Washington National Opera,http://www.dc-opera.org/
1065,SF13_ENG_082,org:city_of_headquarters,Alexandria,CONTEXT_POS_1066,34,38,43,44,"`` There has n't been a concerted push to open doors for Muslim orphans because the expectation would be that those efforts would fall flat, '' said Chuck Johnson , chief executive of the National Council for Adoption , a policy group in Alexandria , Va .",correct,National Council for Adoption,Alexandria
1066,SF13_ENG_082,org:top_members_employees,Chuck Johnson,CONTEXT_POS_1067,24,28,18,20,"`` When you close a country , you end up causing more problems than you prevented, '' said Chuck Johnson , CEO of the National Council for Adoption .",correct,National Council for Adoption,Chuck Johnson
1067,SF13_ENG_082,org:top_members_employees,Chuck Johnson,CONTEXT_POS_1068,25,29,16,18,"`` We really believe that there is an ethical process to make this happen, '' said Chuck Johnson , the chief operating officer of the National Council for Adoption , a Washington-area group supporting adoption .",correct,National Council for Adoption,Chuck Johnson
1068,SF13_ENG_082,org:top_members_employees,Chuck Johnson,CONTEXT_POS_1069,6,10,0,2,"Chuck Johnson , CEO of the National Council for Adoption , said the challenge was to get the right children out of a disaster zone as soon as feasible while guarding against child-trafficking and double-checking whether the children had surviving kin .",correct,National Council for Adoption,Chuck Johnson
1069,SF13_ENG_082,org:top_members_employees,Chuck Johnson,CONTEXT_POS_1070,6,10,0,2,"Chuck Johnson , head of the National Council for Adoption , said there about 80 such cases pending .",correct,National Council for Adoption,Chuck Johnson
1070,SF13_ENG_082,org:top_members_employees,Chuck Johnson,CONTEXT_POS_1071,7,11,0,2,"Chuck Johnson , head of the private National Council for Adoption , expressed dismay at the suspension , saying it would consign many Nepalese orphans to longer stays in institutions .",correct,National Council for Adoption,Chuck Johnson
1071,SF13_ENG_082,org:top_members_employees,Mary F. Robinson,CONTEXT_POS_1072,21,25,13,16,"`` The U.S. government has never done this in the past, '' said Mary F. Robinson , the president of the National Council for Adoption in Washington .",correct,National Council for Adoption,Mary F. Robinson
1072,SF13_ENG_082,org:top_members_employees,Mary Robinson,CONTEXT_POS_1073,18,22,12,14,"New solutions may be enacted for these orphans , though , said Mary Robinson , CEO of the National Council for Adoption .",correct,National Council for Adoption,Mary Robinson
1073,SF13_ENG_084,org:founded_by,Bob Dole,CONTEXT_POS_1074,1,4,25,27,"The Bipartisan Policy Center is a not-for-profit think tank created in 2007 by four former Senate majority leaders -- Howard Baker , Tom Daschle , Bob Dole and George Mitchell -- to develop possible proposals on complicated issues such as energy , transportation and health care .",correct,Bipartisan Policy Center,Bob Dole
1074,SF13_ENG_084,org:founded_by,George Mitchell,CONTEXT_POS_1075,7,10,33,35,"The outside group is sponsored by the Bipartisan Policy Center , which was formed by four former Senate majority leaders -- Bob Dole and Howard Baker , Republicans , and Tom Daschle and George Mitchell , Democrats .",correct,Bipartisan Policy Center,George Mitchell
1075,SF13_ENG_084,org:founded_by,Tom Daschle,CONTEXT_POS_1076,7,10,30,32,"The outside group is sponsored by the Bipartisan Policy Center , which was formed by four former Senate majority leaders -- Bob Dole and Howard Baker , Republicans , and Tom Daschle and George Mitchell , Democrats .",correct,Bipartisan Policy Center,Tom Daschle
1076,SF13_ENG_084,org:subsidiaries,National Commission on Energy Policy,CONTEXT_POS_1077,37,40,26,31,"For the broader national population and the political debate , it has had a surprisingly small impact, '' said Jason Grumet , executive director of the National Commission on Energy Policy , a part of the nonprofit Bipartisan Policy Center .",correct,Bipartisan Policy Center,National Commission on Energy Policy
1077,SF13_ENG_084,org:top_members_employees,Alice Rivlin,CONTEXT_POS_1078,39,42,7,9,"Domenici is now teamed up with economist Alice Rivlin , budget director in the Clinton White House and vice chairwoman of the Federal Reserve from 1996 to 1999 , in heading a private-sector debt task force sponsored by the Bipartisan Policy Center , a Washington think tank .",correct,Bipartisan Policy Center,Alice Rivlin
1078,SF13_ENG_084,org:top_members_employees,Charles Konigsberg,CONTEXT_POS_1079,25,28,18,20,"`` There was very strong bipartisan agreement that we needed to make U.S. businesses more competitive, '' said Charles Konigsberg , staff director of the Bipartisan Policy Center 's commission .",correct,Bipartisan Policy Center,Charles Konigsberg
1079,SF13_ENG_084,org:top_members_employees,Jason S. Grumet,CONTEXT_POS_1080,24,27,17,20,"`` The cash-for-clunkers program helps the economy a lot and improves oil security a little, '' said Jason S. Grumet , president of the Bipartisan Policy Center and an old hand at energy and pollution policy .",correct,Bipartisan Policy Center,Jason S. Grumet
1080,SF13_ENG_084,org:top_members_employees,Jason S. Grumet,CONTEXT_POS_1081,8,11,0,3,"Jason S. Grumet , the president of the Bipartisan Policy Center and an adviser to the group , said that what set this effort apart was not only the members of the panel but the moment in American history .",correct,Bipartisan Policy Center,Jason S. Grumet
1081,SF13_ENG_084,org:website,http://www.bipartisanpolicy.org/,CONTEXT_POS_1082,0,3,4,5,Bipartisan Policy Center : http://www.bipartisanpolicy.org/,correct,Bipartisan Policy Center,http://www.bipartisanpolicy.org/
1082,SF13_ENG_085,org:alternate_names,CBRC,CONTEXT_POS_1083,1,5,7,8,"The China Banking Regulatory Commission , or CBRC , said in a statement on its Web site Saturday that it issued two regulations to increase risk management on personal and working capital loans .",correct,China Banking Regulatory Commission,CBRC
1083,SF13_ENG_085,org:alternate_names,CBRC,CONTEXT_POS_1084,21,25,26,27,"`` We will strengthen supervision and control on the use of credit, '' Wang Huaqing , a leading official at the China Banking Regulatory Commission ( CBRC ) told the central bank-run newspaper Financial News .",correct,China Banking Regulatory Commission,CBRC
1084,SF13_ENG_085,org:alternate_names,CBRC,CONTEXT_POS_1085,39,43,44,45,"Chinese lenders granted 7.72 trillion yuan ( 1.14 trillion U.S. dollars ) of both local and foreign currency loans in the first half of this year , an increase of 4.99 trillion yuan from a year ago , the China Banking Regulatory Commission ( CBRC ) said in a report on its website .",correct,China Banking Regulatory Commission,CBRC
1085,SF13_ENG_085,org:alternate_names,CBRC,CONTEXT_POS_1086,5,9,10,11,"China 's banking regulator , China Banking Regulatory Commission ( CBRC ) , issued two directives on working capital loans and personal capital loans on Feb. 21 , asking banks to manage risks more carefully and to verify that loans are used for their intended purposes .",correct,China Banking Regulatory Commission,CBRC
1086,SF13_ENG_085,org:country_of_headquarters,China,CONTEXT_POS_1087,1,5,43,44,"The China Banking Regulatory Commission on Monday denied a news report that it was asking big banks to raise their capital adequacy ratios to 13 percent by the end of next year , compared with a broad industry average of 11 percent in China now .",correct,China Banking Regulatory Commission,China
1087,SF13_ENG_085,org:country_of_headquarters,China,CONTEXT_POS_1088,24,28,19,20,"Banks and other financial institutions will guarantee the necessary financial support for quake relief efforts in Yushu , northwest China 's Qinghai Province , China Banking Regulatory Commission ( CBRC ) said here Friday .",correct,China Banking Regulatory Commission,China
1088,SF13_ENG_085,org:country_of_headquarters,China,CONTEXT_POS_1089,30,34,12,13,"BEIJING , July 31 ( Xinhua ) - China Construction Bank , China 's second-largest lender , Friday said its rights issue plan had been approved in principle by the China Banking Regulatory Commission .",correct,China Banking Regulatory Commission,China
1089,SF13_ENG_085,org:country_of_headquarters,China,CONTEXT_POS_1090,8,12,33,34,"The appointment is subject to approval from the China Banking Regulatory Commission , the industry watchdog , said the statement filed to the Shanghai Stock Exchange after a board meeting of ICBC , China 's largest lender in terms of market capitalization .",correct,China Banking Regulatory Commission,China
1090,SF13_ENG_085,org:top_members_employees,Cai Esheng,CONTEXT_POS_1091,7,11,0,2,"Cai Esheng , vice chairman of the China Banking Regulatory Commission , told a forum on M&A that the loans would support domestic and foreign deals worth 42 billion yuan and 840 million U.S. dollars in all .",correct,China Banking Regulatory Commission,Cai Esheng
1091,SF13_ENG_085,org:top_members_employees,Jiang Dingzhi,CONTEXT_POS_1092,3,7,0,2,"Jiang Dingzhi , China Banking Regulatory Commission ( CBRC ) Vice Chairman also highlighted the importance of establishing a `` all- coverage '' financial supervision system .",correct,China Banking Regulatory Commission,Jiang Dingzhi
1092,SF13_ENG_085,org:top_members_employees,Jiang Dingzhi,CONTEXT_POS_1093,7,11,0,2,"Jiang Dingzhi , vice chairman of the China Banking Regulatory Commission ( CBRC ) , was speaking in Beijing at a seminar on China 's county-level economic development , which was attended by economists and more than 100 county-level officials .",correct,China Banking Regulatory Commission,Jiang Dingzhi
1093,SF13_ENG_085,org:top_members_employees,Jiang Dingzhi,CONTEXT_POS_1094,7,11,0,2,"Jiang Dingzhi , vice chairman of the China Banking Regulatory Commission , on Tuesday urged more efforts be made by the nation 's banking sector in expanding consumption-related loans amid the government calling to boost domestic consumption .",correct,China Banking Regulatory Commission,Jiang Dingzhi
1094,SF13_ENG_085,org:top_members_employees,Li Fuan,CONTEXT_POS_1095,24,28,17,19,"`` Banks are in strong need for the capital markets ( to raise funds ) , '' Li Fuan , a director at the China Banking Regulatory Commission , was quoted as saying at a forum over the weekend .",correct,China Banking Regulatory Commission,Li Fuan
1095,SF13_ENG_085,org:top_members_employees,Liu Mingkang,CONTEXT_POS_1096,0,4,5,7,China Banking Regulatory Commission Chairman Liu Mingkang told a finance forum in Beijing that Washington 's promise to keep interest rates low for an extended period was encouraging a dollar `` carry trade '' and fuelling massive speculation .,correct,China Banking Regulatory Commission,Liu Mingkang
1096,SF13_ENG_085,org:top_members_employees,Liu Mingkang,CONTEXT_POS_1097,10,14,15,17,"The latest example came Friday when the chairman of the China Banking Regulatory Commission , Liu Mingkang , said bank lending had `` surged since the beginning of the year , with a variety of risks '' -- but offered no concrete solutions .",correct,China Banking Regulatory Commission,Liu Mingkang
1097,SF13_ENG_085,org:top_members_employees,Liu Mingkang,CONTEXT_POS_1098,1,5,11,13,The China Banking Regulatory Commission ( CBRC ) and its chairman Liu Mingkang were jointly named the Risk Manager of the year 2009 by the Global Association of Risk Professionals ( GARP ) at the association 's 11th annual conference .,correct,China Banking Regulatory Commission,Liu Mingkang
1098,SF13_ENG_085,org:top_members_employees,Liu Mingkang,CONTEXT_POS_1099,18,22,11,13,"Share prices of several financial institutions also rose Friday , after Liu Mingkang , the chairman of the China Banking Regulatory Commission , said that Beijing authorities intended to reserve 22 percent of China 's credit card market for Taiwan-invested banks .",correct,China Banking Regulatory Commission,Liu Mingkang
1099,SF13_ENG_085,org:top_members_employees,Liu Mingkang,CONTEXT_POS_1100,31,35,25,27,"Nout Wellink , president of the Netherlands Bank and chairman of the Basel Committee on Banking Supervision , will be among the speakers along with Liu Mingkang , head of the China Banking Regulatory Commission .",correct,China Banking Regulatory Commission,Liu Mingkang
1100,SF13_ENG_085,org:top_members_employees,Liu Mingkang,CONTEXT_POS_1101,6,10,0,2,"Liu Mingkang , chairman of the China Banking Regulatory Commission ( CBRC ) , was the representative of the mainland to sign the memorandum .",correct,China Banking Regulatory Commission,Liu Mingkang
1101,SF13_ENG_085,org:top_members_employees,Liu Mingkang,CONTEXT_POS_1102,6,10,0,2,"Liu Mingkang , chairman of the China Banking Regulatory Commission , ruled out the possibility of big fluctuations in home prices in the near future .",correct,China Banking Regulatory Commission,Liu Mingkang
1102,SF13_ENG_085,org:top_members_employees,Liu Mingkang,CONTEXT_POS_1103,6,10,0,2,"Liu Mingkang , chairman of the China Banking Regulatory Commission , said on Wednesday Beijing would rein in credit after explosive growth last year .",correct,China Banking Regulatory Commission,Liu Mingkang
1103,SF13_ENG_085,org:top_members_employees,Liu Mingkang,CONTEXT_POS_1104,6,10,0,2,"Liu Mingkang , chairman of the China Banking Regulatory Commission , Wednesday told Xinua that China 's CPI could rise slightly , but the chances of inflation being more than moderate were very small .",correct,China Banking Regulatory Commission,Liu Mingkang
1104,SF13_ENG_085,org:top_members_employees,Liu Mingkang,CONTEXT_POS_1105,8,12,3,5,"The newspaper quoted Liu Mingkang , chairman of China Banking Regulatory Commission , as saying that new lending would be capped at 7.5 trillion yuan this year , a clear indication that loan growth would be curbed .",correct,China Banking Regulatory Commission,Liu Mingkang
1105,SF13_ENG_085,org:top_members_employees,Liu Minkang,CONTEXT_POS_1106,14,18,8,10,"Chinese banks led the Hong Kong decline after Liu Minkang , chairman of the China Banking Regulatory Commission , said Beijing plans to control the pace of credit growth this year .",correct,China Banking Regulatory Commission,Liu Minkang
1106,SF13_ENG_085,org:top_members_employees,Yan Qingmin,CONTEXT_POS_1107,19,23,13,15,"China has experienced a sustained and stable development in banking system , said Yan Qingmin , director general of China Banking Regulatory Commission ( CBRC ) , Shanghai , while addressing at the two-day summit .",correct,China Banking Regulatory Commission,Yan Qingmin
1107,SF13_ENG_085,org:website,http://www.cbrc.gov.cn,CONTEXT_POS_1108,0,4,5,6,China Banking Regulatory Commission : http://www.cbrc.gov.cn,correct,China Banking Regulatory Commission,http://www.cbrc.gov.cn
1108,SF13_ENG_086,org:alternate_names,SASAC,CONTEXT_POS_1109,27,33,34,35,"The level of energy consumption per 10,000 yuan of output value was down 15.1 percent over the five-year period , said Li Rongrong , director of the State-owned Assets Supervision and Administration Commission ( SASAC ) .",correct,State-owned Assets Supervision and Administration Commission,SASAC
1109,SF13_ENG_086,org:country_of_headquarters,China,CONTEXT_POS_1110,0,1,3,4,"SASAC operates under China 's cabinet , or State Council .",correct,SASAC,China
1110,SF13_ENG_086,org:country_of_headquarters,China,CONTEXT_POS_1111,17,23,10,11,The bold plan was announced late Wednesday by one of China 's most powerful bodies : the State-owned Assets Supervision and Administration Commission .,correct,State-owned Assets Supervision and Administration Commission,China
1111,SF13_ENG_086,org:country_of_headquarters,China,CONTEXT_POS_1112,24,30,0,1,"China 's centrally-administered state- owned enterprises ( SOE ) have been cut down to 136 enterprises from 138 , China 's state property regulator State-owned Assets Supervision and Administration Commission ( SASAC ) said Wednesday .",correct,State-owned Assets Supervision and Administration Commission,China
1112,SF13_ENG_086,org:parents,Cabinet,CONTEXT_POS_1113,44,50,42,43,"The 136 banks , airlines , oil producers and other companies controlled by the central government reported total profit of 316 billion yuan ( $46 billion ) from January to June , the Xinhua News Agency said , citing the director of Cabinet 's State-owned Assets Supervision and Administration Commission .",correct,State-owned Assets Supervision and Administration Commission,Cabinet
1113,SF13_ENG_086,org:top_members_employees,Huang Shuhe,CONTEXT_POS_1114,25,31,18,20,"Economic value added ( EVA ) of central SOEs will exceed 300 billion yuan this year , said Huang Shuhe , vice chairman of the State-owned Assets Supervision and Administration Commission ( SASAC ) , the SOE watchdog , while addressing a work conference on performance evaluation for SOEs executives .",correct,State-owned Assets Supervision and Administration Commission,Huang Shuhe
1114,SF13_ENG_086,org:top_members_employees,Huang Shuhe,CONTEXT_POS_1115,29,35,22,24,"The centrally-administered SOEs should be vigilant of investment risks and maintain stable operation while resist the temptation of short-term profits , said Huang Shuhe , deputy director of the State-owned Assets Supervision and Administration Commission on Thursday .",correct,State-owned Assets Supervision and Administration Commission,Huang Shuhe
1115,SF13_ENG_086,org:top_members_employees,Li Rongrong,CONTEXT_POS_1116,21,22,15,17,"`` We are endeavoring to encourage SOEs to perform better in their main businesses, '' Li Rongrong , chairman of the SASAC , said last month .",correct,SASAC,Li Rongrong
1116,SF13_ENG_086,org:top_members_employees,Li Rongrong,CONTEXT_POS_1117,6,12,0,2,"Li Rongrong , director of the State-owned Assets Supervision and Administration Commission , said Japanese and Chinese economies are supplementary and companies from the two countries can widen their cooperation in , among others , green and high technologies , and protection of intellectual property rights .",correct,State-owned Assets Supervision and Administration Commission,Li Rongrong
1117,SF13_ENG_086,org:top_members_employees,Li Rongrong,CONTEXT_POS_1118,6,12,0,2,"Li Rongrong , director of the State-owned Assets Supervision and Administration Commission ( SASAC ) said over the weekend that China 's listed centrally- administered state-owned enterprises ( SOEs ) should give investors good investment returns as they have taken investment risk .",correct,State-owned Assets Supervision and Administration Commission,Li Rongrong
1118,SF13_ENG_086,org:top_members_employees,Li Wei,CONTEXT_POS_1119,15,21,8,10,"Financial shares also posted lackluster performances Wednesday after Li Wei , deputy director of the State-owned Assets Supervision and Administration Commission , said the country may fine tune its monetary policies in the near future .",correct,State-owned Assets Supervision and Administration Commission,Li Wei
1119,SF13_ENG_086,org:top_members_employees,Li Wei,CONTEXT_POS_1120,41,42,27,29,"The losses were `` closely associated with the intentionally complex and highly leveraged products that were fraudulently peddled by international investment banks with evil intentions, '' said Li Wei , vice chairman of the State-Owned Assets Supervision and Administration Commission ( SASAC ) .",correct,SASAC,Li Wei
1120,SF13_ENG_086,org:top_members_employees,Shao Ning,CONTEXT_POS_1121,16,17,10,12,"`` It takes time to meet the goal, '' said Shao Ning , deputy director of SASAC .",correct,SASAC,Shao Ning
1121,SF13_ENG_086,org:website,http://www.sasac.gov.cn,CONTEXT_POS_1122,0,6,11,12,State-owned Assets Supervision and Administration Commission ( in Chinese ) : http://www.sasac.gov.cn,correct,State-owned Assets Supervision and Administration Commission,http://www.sasac.gov.cn
1122,SF13_ENG_087,org:alternate_names,ALBA,CONTEXT_POS_1123,8,13,15,16,"Chavez was at a meeting Wednesday of the Bolivarian Alternative for the Americas , or ALBA , a group he has described as an `` anti-imperialist '' regional trade bloc .",correct,Bolivarian Alternative for the Americas,ALBA
1123,SF13_ENG_087,org:founded_by,Fidel Castro,CONTEXT_POS_1124,3,8,19,21,"ALBA -- the Bolivarian Alternative for the Americas -- was founded by Venezuelan President Hugo Chavez and Cuban leader Fidel Castro in 2004 and also includes Bolivia , Nicaragua and the Caribbean island of Dominica .",correct,Bolivarian Alternative for the Americas,Fidel Castro
1124,SF13_ENG_087,org:founded_by,Hugo Chavez,CONTEXT_POS_1125,3,8,14,16,"ALBA -- the Bolivarian Alternative for the Americas -- was founded by Venezuelan President Hugo Chavez and Cuban leader Fidel Castro in 2004 and also includes Bolivia , Nicaragua and the Caribbean island of Dominica .",correct,Bolivarian Alternative for the Americas,Hugo Chavez
